item,itemLabel,image,article,opphavslandLabel,imageAuthor,imageLicense,imageLicenseUrl
"http://www.wikidata.org/entity/Q37608","Berner sennenhund","http://commons.wikimedia.org/wiki/Special:FilePath/Bouviers%20Bernois%20Ganjo.jpg","https://nn.wikipedia.org/wiki/Berner_sennenhund","Sveits","Ganjo http://fr.wikipedia.org/wiki/Utilisateur:Ganjo","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37600","Bichon frisé","http://commons.wikimedia.org/wiki/Special:FilePath/Bichon%20Fris%C3%A9%20-%20studdogbichon.jpg","https://no.wikipedia.org/wiki/Bichon_fris%C3%A9","","Heike Andres","CC BY-SA 3.0 de","https://creativecommons.org/licenses/by-sa/3.0/de/deed.en"
"http://www.wikidata.org/entity/Q38449","Bichon havanais","http://commons.wikimedia.org/wiki/Special:FilePath/A%20havanese%20dog.jpg","https://no.wikipedia.org/wiki/Bichon_havanais","Cuba","QHuge","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q37537","Black and tan coonhound","http://commons.wikimedia.org/wiki/Special:FilePath/Black%20and%20Tan%20Coonhound.jpg","https://no.wikipedia.org/wiki/Black_and_tan_coonhound","USA","Steffen Heinz ( Caronna )","CC BY-SA 2.5","https://creativecommons.org/licenses/by-sa/2.5"
"http://www.wikidata.org/entity/Q1800312","Black and tan terrier","http://commons.wikimedia.org/wiki/Special:FilePath/A%20black%20and%20tan%20terrier.%20Wood%20engraving.%20Wellcome%20V0021863.jpg","https://no.wikipedia.org/wiki/Black_and_tan_terrier","England / Storbritannia","","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q38945","Blandingshund","http://commons.wikimedia.org/wiki/Special:FilePath/Poligraf%20Poligrafovich.JPG","https://nn.wikipedia.org/wiki/Blandingshund","","Smallbones ( talk )","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q21098","Blodhund","http://commons.wikimedia.org/wiki/Special:FilePath/Perro%20de%20San%20Huberto.jpg","https://no.wikipedia.org/wiki/Blodhund","Belgia","Mary Bloom, American Kennel Club","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q37798","Blå picard spaniel","http://commons.wikimedia.org/wiki/Special:FilePath/Epagneul%20bleu%20de%20picardie%20868.jpg","https://no.wikipedia.org/wiki/Bl%C3%A5_picard_spaniel","Frankrike","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37589","Boerboel","http://commons.wikimedia.org/wiki/Special:FilePath/Boerboel.jpg","https://no.wikipedia.org/wiki/Boerboel","Sør-Afrika","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38496","Bokser","http://commons.wikimedia.org/wiki/Special:FilePath/Boxer%20female%20brown.jpg","https://no.wikipedia.org/wiki/Boxer","Det tyske keisardømet","Flickr user boxercab","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q37566","Bolognese","http://commons.wikimedia.org/wiki/Special:FilePath/Bolo%C5%84czyk%205e3.jpg","https://no.wikipedia.org/wiki/Bolognese","Italia","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37878","Bordeaux dogge","http://commons.wikimedia.org/wiki/Special:FilePath/DJT%200086.jpg","https://no.wikipedia.org/wiki/Bordeaux_dogge","Frankrike","DJT at Dutch Wikipedia ( Original text: DJT )","CC BY-SA 2.5","https://creativecommons.org/licenses/by-sa/2.5"
"http://www.wikidata.org/entity/Q37710","Border collie","http://commons.wikimedia.org/wiki/Special:FilePath/Argentine%20border%20collie.jpg","https://nn.wikipedia.org/wiki/Border_collie","England / Skottland / Storbritannia","Horacio Cambeiro","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q37558","Borderterrier","http://commons.wikimedia.org/wiki/Special:FilePath/Border%20Terri%C3%ABr.JPG","https://no.wikipedia.org/wiki/Borderterrier","Storbritannia","Floris16","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q11854538","Borneohund","http://commons.wikimedia.org/wiki/Special:FilePath/Borneo%20dog.jpg","https://no.wikipedia.org/wiki/Borneohund","","tajai's photos (Upload by: TBjornstad 13:21, 18 July 2006 (UTC))","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q37866","Borzoi","http://commons.wikimedia.org/wiki/Special:FilePath/Borzoi%20female.jpg","https://nn.wikipedia.org/wiki/Borzoi","Russland","Taru T Torpström","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37550","Bostonterrier","http://commons.wikimedia.org/wiki/Special:FilePath/BOSTON%20TERRIER%2C%20Ving%C3%A5rdens%20Essi%20von%20Richards%20%2823995273800%29.2.jpg","https://no.wikipedia.org/wiki/Bostonterrier","USA","Svenska Mässan from Sweden","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q37741","Bouvier des ardennes","http://commons.wikimedia.org/wiki/Special:FilePath/Boyero-de-las-ardenas7.jpg","https://no.wikipedia.org/wiki/Bouvier_des_ardennes","Belgia","Andreagenial","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q37896","Bouvier des flandres","http://commons.wikimedia.org/wiki/Special:FilePath/Bouvier.JPG","https://no.wikipedia.org/wiki/Bouvier_des_flandres","Belgia","Basco at Dutch Wikipedia ( Original text: annekedirven@tiscali.nl )","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38255","Bracco italiano","http://commons.wikimedia.org/wiki/Special:FilePath/BIR%20Grupp%207-%20BRACCO%20ITALIANO%2C%20Nuits%20Di%20Montemassi%20%2823866391829%29.jpg","https://no.wikipedia.org/wiki/Bracco_italiano","Italia","Svenska Mässan from Sweden","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q1780869","Brasiliansk dogge","http://commons.wikimedia.org/wiki/Special:FilePath/Dogue%20Brasileiro%20Orelha%20Cortada.jpg","https://no.wikipedia.org/wiki/Brasiliansk_dogge","Brasil","CS1982","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q38156","Breton","http://commons.wikimedia.org/wiki/Special:FilePath/American%20Brittany%20standing.jpg","https://no.wikipedia.org/wiki/Breton","Bretagne","Pharaoh Hound","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q37821","Briard","http://commons.wikimedia.org/wiki/Special:FilePath/Briard%20fauve.JPG","https://no.wikipedia.org/wiki/Briard","Frankrike","Birgit Balzer, Deutschland (uploaded by Caronna 17:00, 10 Feb 2005 (UTC))","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37737","Broholmer","http://commons.wikimedia.org/wiki/Special:FilePath/Broholmer%20634.jpg","https://no.wikipedia.org/wiki/Broholmer","Danmark","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37917","Bucovina gjeterhund","http://commons.wikimedia.org/wiki/Special:FilePath/Bucovina%20Sheepdog.jpg","https://no.wikipedia.org/wiki/Bucovina_gjeterhund","","P.Marlow at English Wikipedia","Public domain",""
"http://www.wikidata.org/entity/Q38322","Bull terrier","http://commons.wikimedia.org/wiki/Special:FilePath/Bullterier%20089%20LM.jpg","https://no.wikipedia.org/wiki/Bull_terrier","England","Lilly M","CC BY-SA 2.5","https://creativecommons.org/licenses/by-sa/2.5"
"http://www.wikidata.org/entity/Q38080","Bullmastiff","http://commons.wikimedia.org/wiki/Special:FilePath/Dog%20Bullmastiff%20600.jpg","https://no.wikipedia.org/wiki/Bullmastiff","Storbritannia","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38510","Bullterriere","http://commons.wikimedia.org/wiki/Special:FilePath/01.%20Bull%20and%20Terrier%2C%20Paris%201863.%20%22Rose%22.png","https://no.wikipedia.org/wiki/Bullterriere","Dei britiske øyane","L. CREMIÈRE, PHOT","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
"http://www.wikidata.org/entity/Q37888","Cairn terrier","http://commons.wikimedia.org/wiki/Special:FilePath/Cairn-Terrier-Garten1.jpg","https://nn.wikipedia.org/wiki/Cairn_terrier","Skottland","Ronald Müller-Hagen ( Ketterechts )","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q21082","Cane corso","http://commons.wikimedia.org/wiki/Special:FilePath/Anita%20Cane%20Corso%20Italiano%20allevato%20in%20Italia.jpg","https://no.wikipedia.org/wiki/Cane_corso","Italia","Topmoretta","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q38602","Canaanhund","http://commons.wikimedia.org/wiki/Special:FilePath/CanaanDogChakede1.jpg","https://no.wikipedia.org/wiki/Canaanhund","Palestina / Kanaan","Samorodokhanaana http://www.ruscanaan.ru","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q37721","Carolinahund","http://commons.wikimedia.org/wiki/Special:FilePath/Carolina%20Strand.jpg","https://no.wikipedia.org/wiki/Carolinahund","USA","Noloha","CC BY-SA 2.0 de","https://creativecommons.org/licenses/by-sa/2.0/de/deed.en"
"http://www.wikidata.org/entity/Q11294205","Catahoula leopard dog","http://commons.wikimedia.org/wiki/Special:FilePath/SasquatchCatahoulaCurDog.jpg","https://no.wikipedia.org/wiki/Catahoula_leopard_dog","USA","Bugaflee","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38072","Cavalier king charles spaniel","http://commons.wikimedia.org/wiki/Special:FilePath/Betty%20Verdure.Photo%20Ph.BRIZARD.JPG","https://no.wikipedia.org/wiki/Cavalier_king_charles_spaniel","Storbritannia","Mapovfille","CC BY 3.0","https://creativecommons.org/licenses/by/3.0"
"http://www.wikidata.org/entity/Q38642","Cesky terrier","http://commons.wikimedia.org/wiki/Special:FilePath/Cesky-Terier.jpg","https://no.wikipedia.org/wiki/Cesky_terrier","Tsjekkia","Steffen Heinz","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q2961129","Charniguehund","http://commons.wikimedia.org/wiki/Special:FilePath/Charnigue01.jpg","https://no.wikipedia.org/wiki/Charniguehund","","Jean Pierre Mégnin","Public domain",""
"http://www.wikidata.org/entity/Q29084","Chesapeake bay retriever","http://commons.wikimedia.org/wiki/Special:FilePath/Chesapeake%20Bay%20Retriever1.jpg","https://no.wikipedia.org/wiki/Chesapeake_bay_retriever","USA","Original uploader was Keith Rousseau at en.wikipedia","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q653","Chihuahua","http://commons.wikimedia.org/wiki/Special:FilePath/Chihuahuas-%20Holly%2C%20Nina%2C%20Doralice.jpg","https://no.wikipedia.org/wiki/Chihuahua_(hund)","Mexico","Caterinarufo","Public domain",""
"http://www.wikidata.org/entity/Q37892","Chinese crested","http://commons.wikimedia.org/wiki/Special:FilePath/IndyStands.jpg","https://no.wikipedia.org/wiki/Chinese_crested","Folkerepublikken Kina","Tommy Gildseth","CC BY 3.0","https://creativecommons.org/licenses/by/3.0"
"http://www.wikidata.org/entity/Q37722","Chinook","http://commons.wikimedia.org/wiki/Special:FilePath/Mountan%20Laurel%20Ajax%20the%20Chinook%20dog.jpg","https://no.wikipedia.org/wiki/Chinook_(hund)","USA","","Copyrighted free use",""
"http://www.wikidata.org/entity/Q37667","Chippiparai","http://commons.wikimedia.org/wiki/Special:FilePath/Female%20Chippiparai%20sitting.jpg","https://no.wikipedia.org/wiki/Chippiparai","India","Richie2089","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
"http://www.wikidata.org/entity/Q37678","Chortaj","http://commons.wikimedia.org/wiki/Special:FilePath/Hortaya%20Borzaya.jpg","https://no.wikipedia.org/wiki/Chortaj","Ukraina","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q29013","Chow-chow","http://commons.wikimedia.org/wiki/Special:FilePath/01%20Chow%20Chow.jpg","https://no.wikipedia.org/wiki/Chow-chow","Folkerepublikken Kina","Prayitno/more than 2.5 millions views: thank you!","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q37851","Clumber spaniel","http://commons.wikimedia.org/wiki/Special:FilePath/Clumber%20spaniel%20767.jpg","https://no.wikipedia.org/wiki/Clumber_spaniel","England","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38533","Cocker spaniel","http://commons.wikimedia.org/wiki/Special:FilePath/%22Bill%22%20-%20Cocker%20spaniel%20anglais%201.jpg","https://nn.wikipedia.org/wiki/Cocker_spaniel","","Jean-Pol GRANDMONT","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q39587","Collie","http://commons.wikimedia.org/wiki/Special:FilePath/Rough%20Collie%20600.jpg","https://no.wikipedia.org/wiki/Collie","","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q1196071","Collietype","http://commons.wikimedia.org/wiki/Special:FilePath/1Dog-rough-collie-portrait.jpg","https://no.wikipedia.org/wiki/Collietype","Storbritannia","Karen Arnold","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
