city,cityLabel,countryLabel,population,image,article
"http://www.wikidata.org/entity/Q1639127","Lödöse","Sverige","1895","http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%B6d%C3%B6se%20-%20KMB%20-%2016001000038124.jpg","https://no.wikipedia.org/wiki/L%C3%B6d%C3%B6se"
"http://www.wikidata.org/entity/Q1019466","Sandgerðisbær","Island","1779","http://commons.wikimedia.org/wiki/Special:FilePath/Sandger%C3%B0i%202023%20B.jpg","https://no.wikipedia.org/wiki/Sandger%C3%B0i"
"http://www.wikidata.org/entity/Q2296228","Snæfellsbær","Island","1669","http://commons.wikimedia.org/wiki/Special:FilePath/Budakirkja%20front%20view.jpg","https://no.wikipedia.org/wiki/Sn%C3%A6fellsb%C3%A6r"
"http://www.wikidata.org/entity/Q921052","Dalvík","Island","1404","http://commons.wikimedia.org/wiki/Special:FilePath/Dalv%C3%ADk%200063.jpg","https://no.wikipedia.org/wiki/Dalv%C3%ADk"
"http://www.wikidata.org/entity/Q886944","Bláskógabyggð","Island","1362","http://commons.wikimedia.org/wiki/Special:FilePath/2008-05-25%2014%2034%2006%20Iceland-%C3%9Eingvellir%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Bl%C3%A1sk%C3%B3gabygg%C3%B0"
"http://www.wikidata.org/entity/Q1019452","Stykkishólmur","Island","1285","http://commons.wikimedia.org/wiki/Special:FilePath/1%20aerial%20pano%20stykkish%C3%B3lmur%202017.jpg","https://no.wikipedia.org/wiki/Stykkish%C3%B3lmur"
"http://www.wikidata.org/entity/Q1019443","Reyðarfjörður","Island","1270","http://commons.wikimedia.org/wiki/Special:FilePath/Reydarfjordur.jpg","https://no.wikipedia.org/wiki/Rey%C3%B0arfj%C3%B6r%C3%B0ur"
"http://www.wikidata.org/entity/Q472822","Grindavík","Island","1246","http://commons.wikimedia.org/wiki/Special:FilePath/Grindav%C3%ADk%20apr%C3%ADl%202025.jpg","https://no.wikipedia.org/wiki/Grindav%C3%ADk"
"http://www.wikidata.org/entity/Q1887662","Siglufjörður","Island","1182","http://commons.wikimedia.org/wiki/Special:FilePath/Siglufj%C3%B6r%C3%B0ur%20%280859%29.jpg","https://no.wikipedia.org/wiki/Siglufj%C3%B6r%C3%B0ur"
"http://www.wikidata.org/entity/Q891664","Bolungarvík","Island","995","http://commons.wikimedia.org/wiki/Special:FilePath/Iceland%20Bolungarvik%202.jpg","https://no.wikipedia.org/wiki/Bolungarv%C3%ADk"
"http://www.wikidata.org/entity/Q887147","Blönduós","Island","928","http://commons.wikimedia.org/wiki/Special:FilePath/Bl%C3%B6ndu%C3%B3s%20%280884%29.jpg","https://no.wikipedia.org/wiki/Bl%C3%B6ndu%C3%B3s"
"http://www.wikidata.org/entity/Q2297162","Patreksfjörður","Island","677","http://commons.wikimedia.org/wiki/Special:FilePath/Patreksfj%C3%B6r%C3%B0ur%2025.07.2025.png","https://no.wikipedia.org/wiki/Patreksfj%C3%B6r%C3%B0ur"
"http://www.wikidata.org/entity/Q685369","Vík í Mýrdal","Island","639","http://commons.wikimedia.org/wiki/Special:FilePath/Iceland-Vik-Oct2009.jpg","https://no.wikipedia.org/wiki/V%C3%ADk_%C3%AD_M%C3%BDrdal"
"http://www.wikidata.org/entity/Q1639538","Hvammstangi","Island","578","http://commons.wikimedia.org/wiki/Special:FilePath/Hvammstangi%202.jpg","https://no.wikipedia.org/wiki/Hvammstangi"
"http://www.wikidata.org/entity/Q690333","Barentsburg","Norge","471","http://commons.wikimedia.org/wiki/Special:FilePath/Barentsburg%20Mine%20Dock.JPG","https://no.wikipedia.org/wiki/Barentsburg"
"http://www.wikidata.org/entity/Q1602897","Hellissandur","Island","365","http://commons.wikimedia.org/wiki/Special:FilePath/1%20hellissandur%20aerial%20pano%202017.jpg","https://no.wikipedia.org/wiki/Hellissandur"
"http://www.wikidata.org/entity/Q2292590","Hólmavík","Island","320","http://commons.wikimedia.org/wiki/Special:FilePath/Holmavik0.jpg","https://no.wikipedia.org/wiki/H%C3%B3lmav%C3%ADk"
"http://www.wikidata.org/entity/Q1020276","Búðardalur","Island","256","http://commons.wikimedia.org/wiki/Special:FilePath/Budardalur%202023%20drone.jpg","https://no.wikipedia.org/wiki/B%C3%BA%C3%B0ardalur"
"http://www.wikidata.org/entity/Q1010183","Kirkjubæjarklaustur","Island","176","http://commons.wikimedia.org/wiki/Special:FilePath/Kirkjub%C3%A6jarklaustur%20Aerial%202023%20B.jpg","https://no.wikipedia.org/wiki/Kirkjub%C3%A6jarklaustur"
