item,itemLabel,image,article,rankArticle,manufacturerLabel,vehicleTypeLabel,productionStart,sitelinks,iconic,pageviews,imageAuthor,imageLicense,imageLicenseUrl
"http://www.wikidata.org/entity/Q796481","BMW E9","http://commons.wikimedia.org/wiki/Special:FilePath/BMW%203.0%20CSL%201X7A7215.jpg","https://no.wikipedia.org/wiki/BMW_E9","https://no.wikipedia.org/wiki/BMW_E9","BMW","Sportsbil","","20","0","120","Alexander-93","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q796799","BMW i8","http://commons.wikimedia.org/wiki/Special:FilePath/BMW%20i8%20%28I12%29%20Washington%20DC%20Metro%20Area%2C%20USA.jpg","https://no.wikipedia.org/wiki/BMW_i8","https://no.wikipedia.org/wiki/BMW_i8","BMW","Sportsbil","","36","0","194","OWS Photography","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q796574","BMW M1","http://commons.wikimedia.org/wiki/Special:FilePath/1979%20BMW%20M1%20Procar.jpg","https://no.wikipedia.org/wiki/BMW_M1","https://no.wikipedia.org/wiki/BMW_M1","BMW","Sportsbil","","32","1","112","Calreyn88","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q796601","BMW M6","http://commons.wikimedia.org/wiki/Special:FilePath/BMW%20M6%20%2850419%29.jpg","https://no.wikipedia.org/wiki/BMW_M6","https://no.wikipedia.org/wiki/BMW_M6","BMW","grand tourer","","29","0","46","Calreyn88","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q796803","BMW Z8","http://commons.wikimedia.org/wiki/Special:FilePath/Bmwz8.JPG","https://no.wikipedia.org/wiki/BMW_Z8","https://no.wikipedia.org/wiki/BMW_Z8","BMW","grand tourer","","28","0","66","Jagvar","Public domain",""
"http://www.wikidata.org/entity/Q891675","Bolwell Nagari","http://commons.wikimedia.org/wiki/Special:FilePath/Bolwell%20Nagari%20%2814792341560%29.jpg","https://no.wikipedia.org/wiki/Bolwell_Nagari","https://no.wikipedia.org/wiki/Bolwell_Nagari","Bolwell","Sportsbil","","8","0","5","Jeremy from Sydney, Australia","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q66587547","Bugatti Centodieci","http://commons.wikimedia.org/wiki/Special:FilePath/2022%20Bugatti%20Centodieci%20in%20Grigio%20Chiaro%2C%20front%20right2.jpg","https://no.wikipedia.org/wiki/Bugatti_Centodieci","https://no.wikipedia.org/wiki/Bugatti_Centodieci","Bugatti","superbil","","21","0","63","Mr.choppers","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q19947779","Bugatti Chiron","http://commons.wikimedia.org/wiki/Special:FilePath/Bugatti%20Chiron%202017.jpg","https://no.wikipedia.org/wiki/Bugatti_Chiron","https://no.wikipedia.org/wiki/Bugatti_Chiron","Bugatti","superbil","","36","0","174","MrWalkr","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q731408","Bugatti EB110","http://commons.wikimedia.org/wiki/Special:FilePath/1993%20Bugatti%20EB110%20GT%20in%20Grigio%20Scuro%2C%20front%20left%20%28Miller%29.jpg","https://no.wikipedia.org/wiki/Bugatti_EB110","https://no.wikipedia.org/wiki/Bugatti_EB110","Bugatti Automobili","superbil","","27","0","42","Mr.choppers","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q61986597","Bugatti La Voiture Noire","http://commons.wikimedia.org/wiki/Special:FilePath/Bugatti%20La%20Voiture%20Noire-CAERM2019.jpg","https://no.wikipedia.org/wiki/Bugatti_La_Voiture_Noire","https://no.wikipedia.org/wiki/Bugatti_La_Voiture_Noire","Bugatti","superbil","","13","0","52","Y.Leclercq©","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q126789787","Bugatti Tourbillon","http://commons.wikimedia.org/wiki/Special:FilePath/2024%20Bugatti%20Tourbillon%2014.jpg","https://no.wikipedia.org/wiki/Bugatti_Tourbillon","https://no.wikipedia.org/wiki/Bugatti_Tourbillon","Bugatti","Sportsbil","","18","0","47","Calreyn88","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q172610","Bugatti Veyron","http://commons.wikimedia.org/wiki/Special:FilePath/Bugatti%20Veyron%2016.4%20%E2%80%93%20Frontansicht%20%283%29%2C%205.%20April%202012%2C%20D%C3%BCsseldorf.jpg","https://no.wikipedia.org/wiki/Bugatti_Veyron","https://no.wikipedia.org/wiki/Bugatti_Veyron","Bugatti","Sportsbil","","64","1","264","M 93","CC BY-SA 3.0 de","https://creativecommons.org/licenses/by-sa/3.0/de/deed.en"
"http://www.wikidata.org/entity/Q56166","Chevrolet Corvette","http://commons.wikimedia.org/wiki/Special:FilePath/2023%20Chevrolet%20Corvette%20Z06%203LZ%20Convertible%20%2852803363083%29.jpg","https://nn.wikipedia.org/wiki/Chevrolet_Corvette","https://no.wikipedia.org/wiki/Chevrolet_Corvette","General Motors","Sportsbil","","39","1","330","Greg Gjerdingen from Willmar, USA","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q1093694","Citroën SM","http://commons.wikimedia.org/wiki/Special:FilePath/Citroen-SM-bleu-platine-av-byRundvald.jpg","https://no.wikipedia.org/wiki/Citro%C3%ABn_SM","https://no.wikipedia.org/wiki/Citro%C3%ABn_SM","Peugeot","grand tourer","","26","1","148","Rundvald","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1180375","De Tomaso Guarà","http://commons.wikimedia.org/wiki/Special:FilePath/Guara%202.jpg","https://no.wikipedia.org/wiki/De_Tomaso_Guar%C3%A0","https://no.wikipedia.org/wiki/De_Tomaso_Guar%C3%A0","De Tomaso","Sportsbil","","18","0","35","photo","Public domain",""
"http://www.wikidata.org/entity/Q1180376","De Tomaso Longchamp","http://commons.wikimedia.org/wiki/Special:FilePath/DeTomaso%20Longchamp.jpg","https://no.wikipedia.org/wiki/De_Tomaso_Longchamp","https://no.wikipedia.org/wiki/De_Tomaso_Longchamp","De Tomaso","Sportsbil","","12","0","31","en:user:TorW","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q1180388","De Tomaso Mangusta","http://commons.wikimedia.org/wiki/Special:FilePath/DeTomaso%20Mangusta.jpg","https://no.wikipedia.org/wiki/De_Tomaso_Mangusta","https://no.wikipedia.org/wiki/De_Tomaso_Mangusta","De Tomaso","Sportsbil","","18","0","54","Gonzalo de Velasco","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q1180394","De Tomaso Pantera","http://commons.wikimedia.org/wiki/Special:FilePath/De%20Tomaso%20Pantera%20GT5-S.jpg","https://no.wikipedia.org/wiki/De_Tomaso_Pantera","https://no.wikipedia.org/wiki/De_Tomaso_Pantera","De Tomaso","Sportsbil","","21","1","146","TTTNIS","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
"http://www.wikidata.org/entity/Q264646","De Tomaso Vallelunga","http://commons.wikimedia.org/wiki/Special:FilePath/Gaisbergrennen%202009%20Bergfahrt%20142.jpg","https://no.wikipedia.org/wiki/De_Tomaso_Vallelunga","https://no.wikipedia.org/wiki/De_Tomaso_Vallelunga","De Tomaso","Sportsbil","","16","0","20","User:MatthiasKabel","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q370524","DeLorean DMC-12","http://commons.wikimedia.org/wiki/Special:FilePath/Delorean%20DMC-12%20side.jpg","https://no.wikipedia.org/wiki/DeLorean_DMC-12","https://no.wikipedia.org/wiki/DeLorean_DMC-12","DeLorean Motor Company","Sportsbil","1981-01-01T00:00:00Z","37","1","347","Kevin Abato , www.grenexmedia.com","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q644430","Dodge Viper","http://commons.wikimedia.org/wiki/Special:FilePath/1994%20Dodge%20Viper%20%28SR%20I%29%20Classic-Gala%202025%20DSC%200942.jpg","https://no.wikipedia.org/wiki/Dodge_Viper","https://no.wikipedia.org/wiki/Dodge_Viper","Stellantis North America","muskelbil","","34","0","155","Alexander Migl","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q269880","Enzo Ferrari (bilmodell)","http://commons.wikimedia.org/wiki/Special:FilePath/Orange%20Enzo%20Ferrari%20%287191948164%29.jpg","https://no.wikipedia.org/wiki/Enzo_Ferrari_(bilmodell)","https://no.wikipedia.org/wiki/Enzo_Ferrari_(bilmodell)","Ferrari","superbil","","42","0","88","Axion23","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q125758337","Ferrari 12Cilindri","http://commons.wikimedia.org/wiki/Special:FilePath/2024%20Ferrari%2012%20Cilindri.jpg","https://no.wikipedia.org/wiki/Ferrari_12Cilindri","https://no.wikipedia.org/wiki/Ferrari_12Cilindri","Ferrari","Sportsbil","","19","0","46","TTTNIS","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
"http://www.wikidata.org/entity/Q1407637","Ferrari 275","http://commons.wikimedia.org/wiki/Special:FilePath/R%C3%A9tromobile%202011%20-%20Ferrari%20275%20GTB%20-%20006.jpg","https://no.wikipedia.org/wiki/Ferrari_275","https://no.wikipedia.org/wiki/Ferrari_275","Ferrari","Sportsbil","","18","0","14","Thesupermat","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q107324636","Ferrari 296 GTB","http://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20296%20GTB%20DSC%206997.jpg","https://no.wikipedia.org/wiki/Ferrari_296_GTB","https://no.wikipedia.org/wiki/Ferrari_296_GTB","Ferrari","Sportsbil","","19","0","102","Alexander Migl","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
